ID,Dataset Name,Friendly Name,Data Type,Plottable,Has Schema,Category,Description
876,corva#timelog.custom.metrics,timelog.custom.metrics,time,No,No,Time Log,
185,corva#timelog.data,timelog.data,time,No,No,Time Log,
268,corva#timelog.data.summary,timelog.data.summary,time,No,No,Time Log,Collection to hold the summary of timelog data
29,corva#torque-and-drag.axial-load,torque-and-drag.axial-load,time,No,Yes,Torque & Drag,
152,corva#torque-and-drag.downhole-transfer,torque-and-drag.downhole-transfer,time,No,Yes,Torque & Drag,
31,corva#torque-and-drag.friction-factor,torque-and-drag.friction-factor,time,No,Yes,Torque & Drag,
65,corva#torque-and-drag.friction-factor-overrides,torque-and-drag.friction-factor-overrides,time,No,No,Torque & Drag,
30,corva#torque-and-drag.hookload-trend,torque-and-drag.hookload-trend,time,No,Yes,Torque & Drag,
174,corva#torque-and-drag.hookload-trend.actual,torque-and-drag.hookload-trend.actual,time,No,No,Torque & Drag,
75,corva#torque-and-drag.hookload-trend.imports,torque-and-drag.hookload-trend.imports,time,No,No,Torque & Drag,
28,corva#torque-and-drag.overview,torque-and-drag.overview,time,No,Yes,Torque & Drag,
68,corva#torque-and-drag.predictions,torque-and-drag.predictions,time,No,No,Torque & Drag,
26,corva#torque-and-drag.stress,torque-and-drag.stress,time,No,Yes,Torque & Drag,
27,corva#torque-and-drag.torque,torque-and-drag.torque,time,No,Yes,Torque & Drag,
67,corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,No,Yes,Torque & Drag,
175,corva#torque-and-drag.torque-trend.actual,torque-and-drag.torque-trend.actual,time,No,No,Torque & Drag,
907,corva#torque-and-drag.torque-trend.imports,torque-and-drag.torque-trend.imports,time,No,No,Torque & Drag,
90,corva#traces.offsets,traces.offsets,time,No,Yes,Other,
100,corva#trend-analysis,trend-analysis,time,No,Yes,Other,
163,corva#trip-sheet,trip-sheet,time,No,Yes,Other,
1500,corva#ttdp.configs,ttdp.configs,time,No,No,Other,
3293,corva#vibration_monitoring,vibration_monitoring,time,No,No,Other,
750,corva#warning_indicator_settings,warning_indicator_settings,time,No,No,Other,Store app settings
1625,corva#washout_detection_history,washout_detection_history,time,No,No,Other,
734,corva#wcu-coord-metadata,wcu-coord-metadata,reference,No,No,Wellness / Check-Up,
1678,corva#wcu-csv-rerun-updates,wcu-csv-rerun-updates,reference,No,No,Wellness / Check-Up,
901,corva#wcu-custom-rule-settings,wcu-custom-rule-settings,reference,No,No,Wellness / Check-Up,
742,corva#wcu-eow-asset-metadata,wcu-eow-asset-metadata,reference,No,No,Wellness / Check-Up,Asset Notes and other metadata for WCU EOW view
802,corva#wcu-eow-reports,wcu-eow-reports,time,No,No,Wellness / Check-Up,
738,corva#wcu-manual-alert-metadata,wcu-manual-alert-metadata,reference,No,No,Wellness / Check-Up,Collection holding information create by wellness helper task app. This information is read when wellness scheduled app runs the manual alert rule.
787,corva#wcu-rule-check-time,wcu-rule-check-time,time,No,No,Wellness / Check-Up,
1097,corva#wcu-rule-notes,wcu-rule-notes,reference,No,No,Wellness / Check-Up,
844,corva#wcu_rule_mapping,wcu_rule_mapping,reference,No,No,Wellness / Check-Up,
1494,corva#wdc.apps.settings,wdc.apps.settings,time,No,No,Other,
3306,corva#weather.time-series,weather.time-series,timeseries,No,No,Other,Wells weather data
525,corva#well-design.composite-design.meta,well-design.composite-design.meta,time,No,No,Well Design,Store composite design configuration information per asset
110,corva#well-design.optimization,well-design.optimization,time,No,No,Well Design,
269,corva#well-design.optimization.timelog,well-design.optimization.timelog,time,No,No,Well Design,Collection to store the composite and average well phase data
325,corva#well-design.well-objective,well-design.well-objective,time,No,No,Well Design,Collection to store well objectives (aggregated metrics)
326,corva#well-design.well-objective.meta,well-design.well-objective.meta,time,No,No,Well Design,Collection to store well objective metadata (info used to generate aggregated metrics)
1540,corva#well-intervention,well-intervention,time,No,No,Other,
287,corva#well_cache,well_cache,time,No,Yes,Other,
368,corva#well_check_up_wireline,well_check_up_wireline,time,No,No,Other,Used to store wireline based data quality alerts from the well checkup application
369,corva#well_checkup_wireline,well_checkup_wireline,time,No,No,Other,Well Check Up rule alerts for wireline
422,corva#wellness_alerts,wellness_alerts,time,No,No,Wellness / Check-Up,Dataset for corva wellness application alerts
676,corva#wellness_checks_results,wellness_checks_results,time,No,No,Wellness / Check-Up,Collection for assisting WCU+ with external lambdas
522,corva#wellness_rule_settings,wellness_rule_settings,reference,No,No,Wellness / Check-Up,This collection contains the settings for all of the rules associated with WELLness app.
1297,corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,No,Yes,Wellness / Check-Up,History of changes for wellness_rule_settings records
473,corva#wellness_scores,wellness_scores,time,No,No,Wellness / Check-Up,Used for scoring metrics of the wellness application
958,corva#wellness_scores_history,wellness_scores_history,reference,No,No,Wellness / Check-Up,
455,corva#wellness_tasks,wellness_tasks,time,No,No,Wellness / Check-Up,used with task helper to pass messages to the wellness app.
83,corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,No,Yes,Wireline,Contains a summarized times for all activities on each individual wireline stage.
155,corva#wireline.predictions,wireline.predictions,time,No,No,Wireline,
102,corva#wireline.stage-times,wireline.stage-times,time,No,Yes,Wireline,Wireline stage start and end times and stage duration
77,corva#wireline.wits,wireline.wits,time,Yes,Yes,WITS (Other Phases),Historical and streaming 1 second wits data after passing through data quality checks and true vertical depth functions.
101,corva#wireline.wits.raw,wireline.wits.raw,time,No,No,WITS (Other Phases),
140,corva#wireline.wits.summary-10s,wireline.wits.summary-10s,time,Yes,Yes,WITS (Other Phases),
1718,corva#wireline.wits.summary-1m,wireline.wits.summary-1m,time,No,No,WITS (Other Phases),
1661,corva#wireline.wits.summary-30s,wireline.wits.summary-30s,time,No,No,WITS (Other Phases),
149,corva#wits,wits,time,No,Yes,WITS / Real-Time Drilling,Historical and streaming wits data after passing through data quality checks and true vertical depth functions
69,corva#wits.comments,wits.comments,time,No,No,WITS / Real-Time Drilling,
3294,corva#wits.etl-latency,wits.etl-latency,time,No,No,WITS / Real-Time Drilling,
1766,corva#wits.metadata,wits.metadata,time,No,No,WITS / Real-Time Drilling,This dataset stores the WITSML channels directly from the WITSML store. This includes the mnemonic that is received from the WITSML store and the mapping name that Corvas stores it as.
2942,corva#wits.secondary,wits.secondary,time,Yes,No,WITS / Real-Time Drilling,WITS Secondary Channels
3173,corva#wits.summary-10s,wits.summary-10s,timeseries,No,No,WITS / Real-Time Drilling,
1819,corva#wits.summary-15ft,wits.summary-15ft,time,No,No,WITS / Real-Time Drilling,"This dataset stores aggregated drilling data at 15-foot depth intervals, derived from the wits.summary-1ft dataset. It consolidates multiple 1-foot depth records by calculating averages and relevant metrics, reducing data granularity while preserving key drilling insights"
82,corva#wits.summary-1ft,wits.summary-1ft,time,No,Yes,WITS / Real-Time Drilling,1 ft summary of corrected wits data
875,corva#wits.summary-1ft.metadata,wits.summary-1ft.metadata,time,No,No,WITS / Real-Time Drilling,
2,corva#wits.summary-1m,wits.summary-1m,time,No,Yes,WITS / Real-Time Drilling,1 minute Summary of corrected wits data (median values)
1213,corva#wits.summary-1m.metadata,wits.summary-1m.metadata,time,No,No,WITS / Real-Time Drilling,
60,corva#wits.summary-30m,wits.summary-30m,time,No,Yes,WITS / Real-Time Drilling,30 minute summary of corrected wits data (median values)
1214,corva#wits.summary-30m.metadata,wits.summary-30m.metadata,time,No,No,WITS / Real-Time Drilling,
7,corva#wits.summary-30s,wits.summary-30s,time,No,No,WITS / Real-Time Drilling,
45,corva#wits.summary-6h,wits.summary-6h,time,No,Yes,WITS / Real-Time Drilling,6 hour Summary of corrected wits data (median values)
1215,corva#wits.summary-6h.metadata,wits.summary-6h.metadata,time,No,No,WITS / Real-Time Drilling,
1762,corva#witsml-log.metadata,witsml-log.metadata,time,No,No,WITS / Real-Time Drilling,
1803,corva#witsml_tubular,witsml_tubular,time,No,No,WITS / Real-Time Drilling,
1259,corva#ypf-alert-history,ypf-alert-history,reference,No,No,Other,
3120,corva#ypf-pressure-channels-test,ypf-pressure-channels-test,time,No,No,Other,
3119,corva#ypf_pressure_channels_test,ypf_pressure_channels_test,time,No,No,Other,
