asset_id,well_name,operator,distance_miles,section_type,bha_number,start_depth,end_depth,run_length,section_start_depth,lateral_start_depth,set_date,num_components,is_rss,has_agitator,bit_size,bit_type,bit_name,bit_manufacturer,bit_model,bit_serial,bit_tfa,bit_nozzles,bit_blade_count,bit_cutter_size,motor_name,motor_manufacturer,motor_model,motor_od,motor_length,motor_rpg,motor_max_diff,motor_bend,motor_stages,motor_lobes,parsed_blades,parsed_cutter_mm,parse_confidence,parse_method,motor_lobe_config,motor_rpg_band
71837231,La Muela 1H (Original),Pursuit Oil & Gas,11.6,intermediate,3,10030,19933.1,9903.1,N/A,N/A,2017-10-29,8,False,False,8.75,pdc,"8.75"" Baker Hughes TD406FS",Baker Hughes,TD406FS,5272388,1.8407769454627694,"[{'size': 20, 'count': 6}]",N/A,N/A,"7"" ProDirectional 5/6 8.2",ProDirectional,5/6 8.2,7,29.08,0.41,N/A,N/A,8.2,N/A,6,13,high,Baker:TD406FS->C40B6(frac),5/6,mid
39762212,La Muela 1H (Additional 2),Pursuit Oil & Gas,11.6,intermediate,1,130,4736,4606,N/A,N/A,2019-10-24,8,False,False,12.25,pdc,"12.25"" Ulterra U616M",Ulterra,U616M,37323,1.1780972450961724,"[{'size': 16, 'count': 6}]",N/A,N/A,"8"" ProDirectional 7/8 4.0",ProDirectional,7/8 4.0,8,27.6,0.16,N/A,N/A,4,N/A,6,16,high,"Ulterra-U:U616M->B6,16mm",7/8,lo
39762212,La Muela 1H (Additional 2),Pursuit Oil & Gas,11.6,intermediate,2,4736,10030.9,5294.9,N/A,N/A,2019-10-27,7,False,False,8.75,pdc,"8.75"" Ulterra U616M",Ulterra,U616M,35140,1.1780972450961724,"[{'size': 16, 'count': 6}]",N/A,N/A,"6.75"" ProDirectional 7/8 5.7",ProDirectional,7/8 5.7,6.75,31.12,0.24,N/A,N/A,5.7,N/A,6,16,high,"Ulterra-U:U616M->B6,16mm",7/8,lo
39762212,La Muela 1H (Additional 2),Pursuit Oil & Gas,11.6,intermediate,3,10030,19933.1,9903.1,N/A,N/A,2019-10-29,8,False,False,8.75,pdc,"8.75"" Baker Hughes TD406FS",Baker Hughes,TD406FS,5272388,1.8407769454627694,"[{'size': 20, 'count': 6}]",N/A,N/A,"7"" ProDirectional 5/6 8.2",ProDirectional,5/6 8.2,7,29.08,0.41,N/A,N/A,8.2,N/A,6,13,high,Baker:TD406FS->C40B6(frac),5/6,mid
21462195,SSS-Burkholder M Unit C 3H,Pursuit Oil & Gas,11.6,intermediate,1,110,5180.2,5070.2,N/A,N/A,2024-11-23,8,False,False,12.25,pdc,"12.25"" NOV TKC66-AB5",NOV,TKC66-AB5,A305873,1.352971054915135,"[{'size': 14, 'count': 9}]",N/A,N/A,"9.625"" NOV 6/7 5 Stg",NOV,6/7 5 Stg,9.625,29.78,0.13,N/A,N/A,5,N/A,6,16,high,"NOV-TK:TKC66-AB5->B6,C6",6/7,lo
21462195,SSS-Burkholder M Unit C 3H,Pursuit Oil & Gas,11.6,intermediate,2,5180.2,10154.8,4974.6,N/A,N/A,2024-12-11,7,False,False,8.75,pdc,"8.75"" Baker Hughes D506TWSX",Baker Hughes,D506TWSX,5351534,0.9940195505498954,"[{'size': 12, 'count': 9}]",N/A,N/A,"7"" KLX K-Series 5/6 8.4 stg",KLX,K-Series 5/6 8.4 stg,7,36.62,0.35,N/A,N/A,8.4,N/A,6,16,high,Baker:D506TWSX->C50B6(frac),5/6,mid
21462195,SSS-Burkholder M Unit C 3H,Pursuit Oil & Gas,11.6,intermediate,3,10154,21747.1,11593.1,N/A,N/A,2024-12-12,10,False,True,8.75,pdc,"8.75"" Baker Hughes D506TWSXX",Baker Hughes,D506TWSXX,5351534,0.9940195505498954,"[{'size': 12, 'count': 9}]",N/A,N/A,"7"" KLX K-Series 5/6 9.5",KLX,K-Series 5/6 9.5,7,38.74,0.34,N/A,N/A,9.5,N/A,6,16,high,Baker:D506TWSXX->C50B6(frac),5/6,mid
58582692,SSS-Burkholder M Unit E 5H,Pursuit Oil & Gas,11.6,intermediate,1,110,5264,5154,N/A,N/A,2024-11-26,9,False,False,12.25,pdc,"12.25"" NOV TKC66-AB4",NOV,TKC66-AB4,A30463,1.334563285460508,"[{'size': 16, 'count': 3}, {'size': 18, 'count': 3}]",N/A,N/A,"9.625"" NOV 6/7 5.0",NOV,6/7 5.0,9.625,29.78,0.13,N/A,N/A,5,N/A,6,16,high,"NOV-TK:TKC66-AB4->B6,C6",6/7,lo
58582692,SSS-Burkholder M Unit E 5H,Pursuit Oil & Gas,11.6,intermediate,2,5264,10278.6,5014.6,N/A,N/A,2024-11-29,9,False,False,8.75,pdc,"8.75"" Baker Hughes D506TWSX",Baker Hughes,D506TWSX,5351011,0.9940195505498954,"[{'size': 12, 'count': 9}]",N/A,N/A,"7"" ProDirectional 7/8 6.9 stg",ProDirectional,7/8 6.9 stg,7,34.59,0.25,N/A,N/A,6.9,N/A,6,16,high,Baker:D506TWSX->C50B6(frac),7/8,lo
58582692,SSS-Burkholder M Unit E 5H,Pursuit Oil & Gas,11.6,intermediate,3,10278,14943.6,4665.6,N/A,N/A,2024-12-01,12,False,True,8.75,pdc,"8.75"" Baker Hughes  DD506TS",Baker Hughes, DD506TS,5346789,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"6.75"" ProDirectional 5/6 8.2 stg",ProDirectional,5/6 8.2 stg,6.75,32.07,0.426,N/A,N/A,8.2,N/A,6,16,high,Baker:DD506TS->C50B6(frac),5/6,mid
58582692,SSS-Burkholder M Unit E 5H,Pursuit Oil & Gas,11.6,intermediate,4,14943,15513,570,N/A,N/A,2024-12-03,12,False,True,8.75,pdc,"8.75"" Baker Hughes D506TS",Baker Hughes,D506TS,5332656,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"6.75"" ProDirectional 5/6 8.2",ProDirectional,5/6 8.2,6.75,31.97,0.426,N/A,N/A,8.2,N/A,6,16,high,Baker:D506TS->C50B6(frac),5/6,mid
58582692,SSS-Burkholder M Unit E 5H,Pursuit Oil & Gas,11.6,intermediate,5,15513,20523.9,5010.9,N/A,N/A,2024-12-04,12,False,True,8.75,pdc,"8.75"" Baker Hughes D506TS",Baker Hughes,D506TS,5332656,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"6.75"" ProDirectional 5/6 8.3 Stg",ProDirectional,5/6 8.3 Stg,6.75,33.2,0.38,N/A,N/A,8.3,N/A,6,16,high,Baker:D506TS->C50B6(frac),5/6,mid
58582692,SSS-Burkholder M Unit E 5H,Pursuit Oil & Gas,11.6,intermediate,6,20523.9,21440.6,916.7,N/A,N/A,2024-12-07,12,False,True,8.75,pdc,"8.75"" Baker Hughes DD506TS",Baker Hughes,DD506TS,5351400,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"7"" ProDirectional 5/6 8.2",ProDirectional,5/6 8.2,7,31.9,0.43,N/A,N/A,8.2,N/A,6,16,high,Baker:DD506TS->C50B6(frac),5/6,mid
32278879,SSS-Burkholder M Unit D 4H,Pursuit Oil & Gas,11.6,intermediate,1,96.9,5117.3,5020.4,N/A,N/A,2024-11-25,8,False,False,12.25,pdc,"12.25"" NOV TKC66-AB5",NOV,TKC66-AB5,A305874,1.352971054915135,"[{'size': 14, 'count': 9}]",N/A,N/A,"9.625"" NOV 6/7 5 Stg",NOV,6/7 5 Stg,9.625,29.78,0.13,N/A,N/A,5,N/A,6,16,high,"NOV-TK:TKC66-AB5->B6,C6",6/7,lo
32278879,SSS-Burkholder M Unit D 4H,Pursuit Oil & Gas,11.6,intermediate,2,5117.3,10154.3,5037.0,N/A,N/A,2024-12-10,7,False,False,8.75,pdc,"8.75"" Baker Hughes 506TWSX",Baker Hughes,506TWSX,5351534,0.9940195505498954,"[{'size': 12, 'count': 9}]",N/A,N/A,"7"" KLX 5/6 8.4",KLX,5/6 8.4,7,36.62,0.35,N/A,N/A,8.4,N/A,6,16,high,Baker:506TWSX->C50B6(frac),5/6,mid
32278879,SSS-Burkholder M Unit D 4H,Pursuit Oil & Gas,11.6,intermediate,3,10154.3,21822,11667.7,N/A,N/A,2024-12-20,10,False,True,8.75,pdc,"8.75"" Baker Hughes P506S",Baker Hughes,P506S,5351324,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"7"" KLX K-Series 5/6 9.5",KLX,K-Series 5/6 9.5,7,39.99,0.34,N/A,N/A,9.5,N/A,6,16,high,Baker:P506S->C50B6(frac),5/6,mid
19934773,La Muela-Santa Cruz E Unit,Pursuit Oil & Gas,11.7,intermediate,1,114,5160.3,5046.3,N/A,N/A,2022-10-22,10,False,False,12.25,pdc,"12.25"" Ulterra RPS616",Ulterra,RPS616,63406,1.647495366189179,"[{'size': 14, 'count': 6}, {'size': 18, 'count': 3}]",N/A,N/A,"8"" ProDirectional  DD800785.9",ProDirectional, DD800785.9,8,37.35,0.155,N/A,N/A,5.9,N/A,6,16,high,"Ulterra:RPS616->B6,16mm",?,lo
19934773,La Muela-Santa Cruz E Unit,Pursuit Oil & Gas,11.7,intermediate,3,10461,20989.5,10528.5,N/A,N/A,2022-10-24,11,False,True,8.75,pdc,"8.75"" Baker Hughes DD506TS",Baker Hughes,DD506TS,5331290,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"7"" ProDirectional DD700568.2",ProDirectional,DD700568.2,7,31.5,0.426,N/A,N/A,8.2,N/A,6,16,high,Baker:DD506TS->C50B6(frac),?,mid
19934773,La Muela-Santa Cruz E Unit,Pursuit Oil & Gas,11.7,intermediate,2,5160,11917,6757,N/A,N/A,2022-10-24,9,False,False,8.75,pdc,"8.75"" Baker Hughes  D506TWSX",Baker Hughes, D506TWSX,5331914,1.16659238918703,"[{'size': 13, 'count': 9}]",N/A,N/A,"7"" ProDirectional 7/8 6.9 Stg",ProDirectional,7/8 6.9 Stg,7,32.4,0.25,N/A,N/A,6.9,N/A,6,16,high,Baker:D506TWSX->C50B6(frac),7/8,lo
19934773,La Muela-Santa Cruz E Unit,Pursuit Oil & Gas,11.7,intermediate,4,20989.5,22418.05,1428.5,N/A,N/A,2022-10-28,11,False,True,8.75,pdc,"8.75"" Baker Hughes DD506TS",Baker Hughes,DD506TS,5336586,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"7"" ProDirectional 5/6 8.2 stg",ProDirectional,5/6 8.2 stg,7,31.77,0.426,N/A,N/A,8.2,N/A,6,16,high,Baker:DD506TS->C50B6(frac),5/6,mid
19934773,La Muela-Santa Cruz E Unit,Pursuit Oil & Gas,11.7,intermediate,4.1,22418.05,22418.05,0.0,N/A,N/A,2022-10-30,11,False,True,8.75,pdc,Placeholder BHA,N/A,N/A,N/A,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,Placeholder BHA,N/A,N/A,7,31.77,0.426,N/A,N/A,8.2,N/A,,,,skip,,
76839478,La Muela-Santa Cruz E Unit,Pursuit Oil & Gas,11.7,intermediate,1,111,5176.35,5065.4,N/A,N/A,2022-10-08,10,False,False,12.25,pdc,"12.25"" Ulterra RPS616",Ulterra,RPS616,63406,1.647495366189179,"[{'size': 14, 'count': 6}, {'size': 18, 'count': 3}]",N/A,N/A,"8"" ProDirectional 7/8 5.9",ProDirectional,7/8 5.9,8,38.05,0.155,N/A,N/A,5.9,N/A,6,16,high,"Ulterra:RPS616->B6,16mm",7/8,lo
76839478,La Muela-Santa Cruz E Unit,Pursuit Oil & Gas,11.7,intermediate,2,5177,10324.21,5147.2,N/A,N/A,2022-10-12,9,False,False,8.75,pdc,"8.75"" Baker Hughes DD506TS",Baker Hughes,DD506TS,5329624,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"7"" ProDirectional 7/8 6.9",ProDirectional,7/8 6.9,7,34.48,0.25,N/A,N/A,6.9,N/A,6,16,high,Baker:DD506TS->C50B6(frac),7/8,lo
76839478,La Muela-Santa Cruz E Unit,Pursuit Oil & Gas,11.7,intermediate,3,9896,17210.99,7315.0,N/A,N/A,2022-10-13,11,False,True,8.75,pdc,"8.75"" Baker Hughes DD506TS",Baker Hughes,DD506TS,5329053,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"6.688"" ProDirectional 5/6 8.2 stg",ProDirectional,5/6 8.2 stg,6.688,31.92,0.426,N/A,N/A,8.2,N/A,6,16,high,Baker:DD506TS->C50B6(frac),5/6,mid
76839478,La Muela-Santa Cruz E Unit,Pursuit Oil & Gas,11.7,intermediate,4,17214,22894.98,5681.0,N/A,N/A,2022-10-16,11,False,True,8.75,pdc,"8.75"" Baker Hughes DD506TS",Baker Hughes,DD506TS,5331909,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"7"" ProDirectional 5/6 8.2",ProDirectional,5/6 8.2,7,31.44,0.426,N/A,N/A,8.2,N/A,6,16,high,Baker:DD506TS->C50B6(frac),5/6,mid
74880670,Springer-SSS O Unit 1H,Pursuit Oil & Gas,12.5,intermediate,1,80,4170.74,4090.7,N/A,N/A,2022-08-14,9,False,False,12.25,pdc,"12.25"" NOV TK66",NOV,TK66,A283505,1.672039058795349,"[{'size': 16, 'count': 5}, {'size': 15, 'count': 4}]",N/A,N/A,"8"" NOV 6/7 5.0",NOV,6/7 5.0,8,29.95,0.13,N/A,N/A,5,N/A,6,16,high,"NOV-TK:TK66->B6,C6",6/7,lo
74880670,Springer-SSS O Unit 1H,Pursuit Oil & Gas,12.5,intermediate,2,4170,5131.82,961.8,N/A,N/A,2022-08-16,9,False,False,12.25,pdc,"12.25"" NOV TK66",NOV,TK66,A280472,1.672039058795349,"[{'size': 16, 'count': 5}, {'size': 15, 'count': 4}]",N/A,N/A,"8"" NOV 6/7 5.0 stg",NOV,6/7 5.0 stg,8,29.95,0.13,N/A,N/A,5,N/A,6,16,high,"NOV-TK:TK66->B6,C6",6/7,lo
74880670,Springer-SSS O Unit 1H,Pursuit Oil & Gas,12.5,intermediate,3,5131,10329.99,5199.0,N/A,N/A,2022-08-28,10,False,False,8.75,pdc,"8.75"" Baker Hughes D506TWSX",Baker Hughes,D506TWSX,5328859,1.16659238918703,"[{'size': 13, 'count': 9}]",N/A,N/A,"7"" BHA 7/8 6.9",BHA,7/8 6.9,7,34.8,0.426,N/A,N/A,6.9,N/A,6,16,high,Baker:D506TWSX->C50B6(frac),7/8,mid
74880670,Springer-SSS O Unit 1H,Pursuit Oil & Gas,12.5,intermediate,4,10330,19864.96,9535.0,N/A,N/A,2022-08-29,11,False,True,8.75,pdc,"8.75"" Baker Hughes DD506TS",Baker Hughes,DD506TS,5327864,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"7"" BHA 5/6 8.2",BHA,5/6 8.2,7,31.9,0.426,N/A,N/A,8.2,N/A,6,16,high,Baker:DD506TS->C50B6(frac),5/6,mid
13700906,Springer O 2H,Pursuit Oil & Gas,12.5,intermediate,1,108,4304.99,4197.0,N/A,N/A,2022-08-17,11,False,False,12.25,pdc,Placeholder BHA,N/A,N/A,N/A,1.086058397823034,"[{'size': 14, 'count': 2}, {'size': 16, 'count': 4}]",N/A,N/A,Placeholder BHA,N/A,N/A,9.625,30.12,0.13,N/A,N/A,5,N/A,,,,skip,,
13700906,Springer O 2H,Pursuit Oil & Gas,12.5,intermediate,2,4304.99,5150.03,845.0,N/A,N/A,2022-08-18,9,False,False,12.25,pdc,"12.25"" Ulterra U616",Ulterra,58964,U616,1.681242943522663,"[{'size': 12, 'count': 1}, {'size': 16, 'count': 8}]",N/A,N/A,"8"" 6/7 5.0 set@1.5FBH",NOV,6/7 5.0,8,29.8,0.13,N/A,N/A,5,N/A,5,?(8),check,"fallback-2dig:58964->B5,C8",6/7,lo
13700906,Springer O 2H,Pursuit Oil & Gas,12.5,intermediate,3,5150.03,10327.95,5177.9,N/A,N/A,2022-08-21,10,False,False,8.75,pdc,"8.75"" Baker Hughes D506TWSX",Baker Hughes,D506TWSX,5325659,1.16659238918703,"[{'size': 13, 'count': 9}]",N/A,N/A,"7"" ProDirectional 7/8 6.9",ProDirectional,7/8 6.9,7,34.65,0.426,N/A,N/A,6.9,N/A,6,16,high,Baker:D506TWSX->C50B6(frac),7/8,mid
13700906,Springer O 2H,Pursuit Oil & Gas,12.5,intermediate,4,10327,19242.98,8916.0,N/A,N/A,2022-08-22,11,False,True,8.75,pdc,"8.75"" Baker Hughes DD506TS",Baker Hughes,DD506TS,5329367,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"7"" ProDirectional 5/6 8.2 stg",ProDirectional,5/6 8.2 stg,7,31.27,0.426,N/A,N/A,8.2,N/A,6,16,high,Baker:DD506TS->C50B6(frac),5/6,mid
32729228,Springer A 8H,Escondido Resources,12.9,intermediate,1,108.33,5098.03613,4989.7,N/A,N/A,2022-02-28,9,False,False,12.25,pdc,"12.25"" Ulterra U616S",Ulterra,U616S,58807,1.553155547734212,"[{'size': 15, 'count': 9}]",N/A,N/A,"8.75"" MS Directional 7/8 7.0",MS Directional,7/8 7.0,8.75,35.09,0.1,N/A,N/A,7,N/A,6,16,high,"Ulterra-U:U616S->B6,16mm",7/8,lo
32729228,Springer A 8H,Escondido Resources,12.9,intermediate,2,5098.04,9959,4861.0,N/A,N/A,2022-03-07,8,False,False,8.75,pdc,"8.75"" Ulterra SPL616",Ulterra,SPL616,55774,1.553155547734212,"[{'size': 15, 'count': 9}]",N/A,N/A,"6.938"" MS Directional 7/8 6.9",MS Directional,7/8 6.9,6.938,34.11,0.25,N/A,N/A,6.9,N/A,6,16,high,"Ulterra:SPL616->B6,16mm",7/8,lo
32729228,Springer A 8H,Escondido Resources,12.9,intermediate,3,9959,9959,0,N/A,N/A,2022-03-09,9,False,False,8.75,pdc,"8.75"" Schlumberger  Z613S",Schlumberger, Z613S,JV8442,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"6.938"" MS Directional XL Performance 7/8 6.9",MS Directional,XL Performance 7/8 6.9,6.938,34.61,0.25,N/A,N/A,6.9,N/A,6,13,high,"SLB-Z:Z613S->B6,13mm",7/8,lo
32729228,Springer A 8H,Escondido Resources,12.9,intermediate,4,9959,16063.16992,6104.2,N/A,N/A,2022-03-10,9,False,False,8.75,pdc,"8.75"" Schlumberger  Z613S ",Schlumberger, Z613S ,JV8442,2.236543988737265,"[{'size': 18, 'count': 9}]",N/A,N/A,"6.938"" MS Directional XL Performance 7/8 6.9",MS Directional,XL Performance 7/8 6.9,6.938,34.61,0.25,N/A,N/A,6.9,N/A,6,13,high,"SLB-Z:Z613S->B6,13mm",7/8,lo
32729228,Springer A 8H,Escondido Resources,12.9,intermediate,5,16063.17,21305,5241.8,N/A,N/A,2022-03-14,9,False,False,8.75,pdc,"8.75"" Schlumberger Z613S",Schlumberger, Z613S,JV5491,2.291767297101148,"[{'size': 22, 'count': 3}, {'size': 16, 'count': 6}]",N/A,N/A,"6.938"" MS Directional XL Performance 7/8 6.9",MS Directional,XL Performance 7/8 6.9,6.938,34.64,0.25,N/A,N/A,6.9,N/A,6,13,high,"SLB-Z:Z613S->B6,13mm",7/8,lo
28494042,Springer Ranch #11H,Escondido Resources,12.9,intermediate,1,202,5074.00391,4872.0,N/A,N/A,2022-08-10,8,False,False,12.25,pdc,"12.25"" Ulterra U616S",Ulterra,U616S,60688,0.9940195505498954,"[{'size': 12, 'count': 9}]",N/A,N/A,"9.625"" MS Directional 7/8 7.0",MS Directional,7/8 7.0,9.625,35.01,0.18,N/A,N/A,7,N/A,6,16,high,"Ulterra-U:U616S->B6,16mm",7/8,lo
28494042,Springer Ranch #11H,Escondido Resources,12.9,intermediate,2,5074,11414.52734,6340.5,N/A,N/A,2022-08-12,8,False,False,8.75,pdc,8.75'' Schlumberger 1190975,Schlumberger,Z613S,1190975,2.307107104980004,"[{'size': 24, 'count': 3}, {'size': 16, 'count': 5}]",N/A,N/A,6.938'' MS Directional Performance,MS Directional,Performance,6.938,34.55,0.4,N/A,N/A,9.4,N/A,6,13,high,"SLB-Z:Z613S->B6,13mm",?,mid
28494042,Springer Ranch #11H,Escondido Resources,12.9,intermediate,3,11414,20825.10156,9411.1,N/A,N/A,2022-08-16,9,False,False,8.75,pdc,"8.75"" Schlumberger  Z613S",Schlumberger,Z613S,JV5491,2.291767297101148,"[{'size': 22, 'count': 3}, {'size': 16, 'count': 6}]",N/A,N/A,"6.938"" MS Directional Performance 7/8 6.9",MS Directional,Performance 7/8 6.9,6.938,34.59,0.25,N/A,N/A,6.9,N/A,6,13,high,"SLB-Z:Z613S->B6,13mm",7/8,lo
67815500,Springer Ranch #12H,Escondido Resources,12.9,intermediate,1,298,5090.09717,4792.1,N/A,N/A,2022-08-07,8,False,False,12.25,pdc,"12.25"" Ulterra U616S",Ulterra,U616S,62293,0.9940195505498954,"[{'size': 12, 'count': 9}]",N/A,N/A,"8.75"" MS Directional Hybrid 7/8 7.0",MS Directional,Hybrid 7/8 7.0,8.75,34.84,0.18,N/A,N/A,7,N/A,6,16,high,"Ulterra-U:U616S->B6,16mm",7/8,lo
67815500,Springer Ranch #12H,Escondido Resources,12.9,intermediate,2,5090.1,16044.18262,10954.1,N/A,N/A,2022-08-24,9,False,False,8.75,pdc,"8.75"" Schlumberger Z613S",Schlumberger,Z613S,JV6127,1.767145867644259,"[{'size': 16, 'count': 9}]",N/A,N/A,"6.938"" MS Directional 5/6 9.4",MS Directional,5/6 9.4,6.938,34.76,0.4,N/A,N/A,9.4,N/A,6,13,high,"SLB-Z:Z613S->B6,13mm",5/6,mid
67815500,Springer Ranch #12H,Escondido Resources,12.9,intermediate,3,16044,19509.40234,3465.4,N/A,N/A,2022-08-28,9,False,False,8.75,pdc,"8.75"" Schlumberger Z613s",Schlumberger,Z613s,JV4338,1.767145867644259,"[{'size': 16, 'count': 9}]",N/A,N/A,"6.938"" MS Directional 7/8 6.9",MS Directional,7/8 6.9,6.938,34.57,0.25,N/A,N/A,6.9,N/A,6,13,high,"SLB-Z:Z613s->B6,13mm",7/8,lo
67815500,Springer Ranch #12H,Escondido Resources,12.9,intermediate,4,19509,22204,2695,N/A,N/A,2022-08-31,9,False,False,8.75,pdc,"8.75"" Schlumberger Z613s",Schlumberger,Z613s,JV6211,1.81930121443237,"[{'size': 16, 'count': 8}, {'size': 18, 'count': 1}]",N/A,N/A,"6.938"" MS Directional XL Performance 7/8 6.9 stg",MS Directional,XL Performance 7/8 6.9 stg,6.938,34.49,0.25,N/A,N/A,6.9,N/A,6,13,high,"SLB-Z:Z613s->B6,13mm",7/8,lo
67815500,Springer Ranch #12H,Escondido Resources,12.9,intermediate,4.1,22204,22204,0,N/A,N/A,2022-09-06,9,False,False,8.75,pdc,Placeholder BHA,N/A,N/A,N/A,1.81930121443237,"[{'size': 16, 'count': 8}, {'size': 18, 'count': 1}]",N/A,N/A,Placeholder BHA,N/A,N/A,6.938,34.49,0.25,N/A,N/A,6.9,N/A,,,,skip,,
55687748,Lemmond D 8H,Escondido Resources,13.0,intermediate,1,101,4975,4874,N/A,N/A,2022-12-14,8,False,False,12.25,pdc,"12.25"" Ulterra U616S",Ulterra,U616S,62865,1.553155547734212,"[{'size': 15, 'count': 9}]",N/A,N/A,"8.875"" MS Directional XL Performance 7/8 7.0 stg",MS Directional,XL Performance 7/8 7.0 stg,8.875,35.04,0.18,N/A,N/A,7,N/A,6,16,high,"Ulterra-U:U616S->B6,16mm",7/8,lo
55687748,Lemmond D 8H,Escondido Resources,13.0,intermediate,2,4975,10140,5165,N/A,N/A,2022-12-17,9,False,False,8.75,pdc,"8.75"" Schlumberger Z613S",Schlumberger,Z613S,JV6274,1.553155547734212,"[{'size': 15, 'count': 9}]",N/A,N/A,"7"" MS Directional 5/6 9.4 Stg",MS Directional,5/6 9.4 Stg,7,34.32,0.4,N/A,N/A,9.4,N/A,6,13,high,"SLB-Z:Z613S->B6,13mm",5/6,mid
55687748,Lemmond D 8H,Escondido Resources,13.0,intermediate,3,10140,21795.06055,11655.1,N/A,N/A,2022-12-19,9,False,False,8.75,pdc,"8.75"" Schlumberger SDI611",Schlumberger,SDI611,SN1283,2.03405852473636,"[{'size': 20, 'count': 3}, {'size': 22, 'count': 3}]",N/A,N/A,"7.25"" MS Directional 6/7 12.0",MS Directional,6/7 12.0,7.25,36.91,0.35,N/A,N/A,12,N/A,6,11,high,"SLB-SDI:SDI611->B6,11mm",6/7,mid
61578192,Lemmond C 7H,Escondido Resources,13.0,intermediate,1,72,4981.3042,4909.3,N/A,N/A,2022-12-12,8,False,False,12.25,pdc,"12.25"" Schlumberger SDSi616",Schlumberger,SDSi616,JV9249,0.9940195505498954,"[{'size': 12, 'count': 9}]",N/A,N/A,"8.875"" MS Directional 7/8 7.0",MS Directional,7/8 7.0,8.875,34.74,0.18,N/A,N/A,7,N/A,6,16,check,"fallback-3dig:SDSi616->B6,16mm",7/8,lo
61578192,Lemmond C 7H,Escondido Resources,13.0,intermediate,1.1,4981,4981.3042,0.3,N/A,N/A,2022-12-14,8,False,False,12.25,pdc,Placeholder BHA,N/A,N/A,N/A,0.9940195505498954,"[{'size': 12, 'count': 9}]",N/A,N/A,Placeholder BHA,N/A,N/A,8.875,34.74,0.18,N/A,N/A,7,N/A,,,,skip,,
61578192,Lemmond C 7H,Escondido Resources,13.0,intermediate,1.2,4981,4981.3042,0.3,N/A,N/A,2022-12-14,8,False,False,12.25,pdc,Placeholder BHA,N/A,N/A,N/A,0.9940195505498954,"[{'size': 12, 'count': 9}]",N/A,N/A,Placeholder BHA,N/A,N/A,8.875,34.74,0.18,N/A,N/A,7,N/A,,,,skip,,
61578192,Lemmond C 7H,Escondido Resources,13.0,intermediate,2,4981.3,10143,5161.7,N/A,N/A,2022-12-28,9,False,False,8.75,pdc,"8.75"" Schlumberger XS616",Schlumberger,XS616,SN1433,1.035437031822808,"[{'size': 15, 'count': 6}]",N/A,N/A,"6.938"" MS Directional XL Performance 5/6 9.4",MS Directional,XL Performance 5/6 9.4,6.938,34.82,0.4,N/A,N/A,9.4,N/A,6,16,check,"fallback-3dig:XS616->B6,16mm",5/6,mid
61578192,Lemmond C 7H,Escondido Resources,13.0,intermediate,3,10143,22060.16016,11917.2,N/A,N/A,2022-12-31,9,False,False,8.75,pdc,"8.75"" Schlumberger Z613S",Schlumberger,Z613S,SN2710,1.553155547734212,"[{'size': 15, 'count': 9}]",N/A,N/A,"7.25"" MS Directional 6/7 12.0",MS Directional,6/7 12.0,7.25,36.91,0.35,N/A,N/A,12,N/A,6,13,high,"SLB-Z:Z613S->B6,13mm",6/7,mid
11074595,Lemmond E 9H,Escondido Resources,13.0,intermediate,1,397,4997.31006,4600.3,N/A,N/A,2023-01-10,9,False,False,12.25,pdc,"12.25"" Ulterra U616S",Ulterra,U616S,60379,1.553155547734212,"[{'size': 15, 'count': 9}]",N/A,N/A,"9.625"" MS Directional LE 7/8 7.0",MS Directional,LE 7/8 7.0,9.625,34.75,0.18,N/A,N/A,7,N/A,6,16,high,"Ulterra-U:U616S->B6,16mm",7/8,lo
11074595,Lemmond E 9H,Escondido Resources,13.0,intermediate,2,4997,13515.07715,8518.1,N/A,N/A,2023-01-13,9,False,False,8.75,pdc,"8.75"" Smith Z613S",Schlumberger,Z613S,1448,1.553155547734212,"[{'size': 15, 'count': 9}]",N/A,N/A,"7"" MS Directional 5/6 9.4",MS Directional,5/6 9.4,7,34.74,0.4,N/A,N/A,9.4,N/A,6,13,high,"SLB-Z:Z613S->B6,13mm",5/6,mid
