asset_id,well_name,bha_number,equiv_bha_key,has_agitator,curve_type,bin_start_ft,bin_axis,median_rop,foot_count
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,5100,distance_from_run_start,360.0,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,5200,distance_from_run_start,400.0,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,5300,distance_from_run_start,400.0,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,5400,distance_from_run_start,400.0,98
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,5500,distance_from_run_start,400.0,50
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,5600,distance_from_run_start,400.0,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,5700,distance_from_run_start,360.0,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,5800,distance_from_run_start,300.0,98
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,5900,distance_from_run_start,360.0,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,6000,distance_from_run_start,327.3,75
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,6100,distance_from_run_start,300.0,95
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,6200,distance_from_run_start,276.9,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,6300,distance_from_run_start,257.1,87
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,6400,distance_from_run_start,327.3,88
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,6500,distance_from_run_start,276.9,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,6600,distance_from_run_start,276.9,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,6700,distance_from_run_start,300.0,79
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,6800,distance_from_run_start,276.9,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,6900,distance_from_run_start,276.9,100
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,7000,distance_from_run_start,257.1,98
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,7100,distance_from_run_start,257.1,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,7200,distance_from_run_start,240.0,63
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,7300,distance_from_run_start,240.0,99
14243794,Spohn Ranch 43H,3,6B-13mm | 7/8-lo,False,rotary,7400,distance_from_run_start,240.0,88
